"id","title","cost","value","total","date","location","datadate","status"
"regenesis-healing-and-wellness","$90 for a 60-Minute Couple's Massage ($200 Value) or $60 for a 60-Minute Hot-Stone Massage ($120 Value) at ReGenesis Healing & Wellness Medi-Spa","60","120","225","2011-02-10","07470-2003","2011-02-10","0"
"crystal-cabin-fever-north-jersey","$3 for a Child Ticket ($6 Value) or $5 for an Adult Ticket ($10 Value) at Crystal Cabin Fever in Lakeville","3","6","110","2011-02-10","07470-2003","2011-02-10","0"
"ftd-ocala-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","115","2011-02-12","34475","2011-02-10","0"
"mixbook-ocala-4","$15 for $50 Worth of Photo Books, Cards, and More from Mixbook","15","50","148","2011-02-10","34475","2011-02-10","0"
"hidden-lark-farm","$60 for Two Private Horse-Riding Lessons ($120 Value) or $30 for One Private Horse-Riding Lesson ($60 Value) at Hidden Lark Farm","60","120","52","2011-02-10","34475","2011-02-10","0"
"safety-harbor-resort-spa","$245 for a Two-Night Resort Stay, Two Spa Services, and Dining for Two at Safety Harbor Resort and Spa (Up to $501 Value)","245","501","23","2011-02-11","34475","2011-02-10","0"
"ftd-ogden-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","104","2011-02-12","84401-1403","2011-02-10","0"
"jamils-steakhouse","$15 for $30 Worth of Steaks, Seafood, and Drinks at Jamil's Steakhouse","15","30","771","2011-02-11","73102","2011-02-10","0"
"ftd-oklahoma-city-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","349","2011-02-12","73102","2011-02-10","0"
"january-chiropractic-and-acupuncture","$49 for a Chiropractic Consultation, Exam, X-rays, and Treatment at January Chiropractic & Acupuncture ($400 Value)","49","400","100","2011-02-10","73102","2011-02-10","0"
"two-olives-cafe","$5 for $10 Worth of CafÃ© Fare and Drinks at Two Olives CafÃ© in Moore","5","10","733","2011-02-10","73102","2011-02-10","0"
"premier-wedding-dances-oklahoma-city","$25 for $100 Worth of Dance Lessons at Premier Wedding Dances","25","100","62","2011-02-11","73102","2011-02-10","0"
"ftd-omaha-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","447","2011-02-12","68106-1318","2011-02-10","0"
"omaha-ballroom-2","$20 for 60 Days of Classes at Omaha Ballroom (Up to $450 Value)","20","450","464","2011-02-10","68106-1318","2011-02-10","0"
"el-dorado-1","$10 for $20 Worth of Authentic Mexican Eats and Drinks at El Dorado","10","20","116","2011-02-10","68106-1318","2011-02-10","0"
"liv-yoga-bellevue","$50 for 10-Class Punch Card for Hot Yoga at Liv Yoga in Bellevue ($100 Value)","50","100","169","2011-02-10","68106-1318","2011-02-10","0"
"pots-for-tots","$55 for an In-Home Pottery-Painting Party for Five Children from Pots for Tots ($125 Value)","55","125","10","2011-02-10","68106-1318","2011-02-10","0"
"ftd-orange-county-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","804","2011-02-12","92701","2011-02-10","0"
"rockin-baja-coastal-cantina","$15 for $30 Worth of Mexican Fare and Drinks at Rockin' Baja Coastal Cantina in Huntington Beach","15","30","827","2011-02-10","92701","2011-02-10","0"
"the-skin-care-clinic","Up to 74% Off Skin Rejuvenation at The Skin Care Clinic. Choose Between Two Options. ","195","750","60","2011-02-11","92701","2011-02-10","0"
"chimpsy-orange-county","$49 for a Photography Workshop from Chimpsy ","49","125","272","2011-02-10","92701","2011-02-10","0"
"the-jewelry-box","Jewelry or Jewelry-Repair Services at The Jewelry Box of Lake Forest. Two Options Available.","29","65","43","2011-02-10","92701","2011-02-10","0"
"ftd-orlando-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","759","2011-02-12","32801","2011-02-10","0"
"baby-genius-orlando","$25 for Five Baby Genius DVDs","25","49","189","2011-02-10","32801","2011-02-10","0"
"glass-slipper-cakery","$10 for $20 Worth of Baked Goods at Glass Slipper Cakery in Oviedo","10","20","314","2011-02-10","32801","2011-02-10","0"
"jon-ric-salon-and-day-spa","Rejuvenating Massage Services at Jon' Ric Salon and Day Spa in Altamonte Springs. Choose from Three Options.","39","75","391","2011-02-10","32801","2011-02-10","0"
"guy-harvey-magazine-orlando","$12 for One-Year Subscription to ""Guy Harvey Magazine""","12","25","51","2011-02-11","32801","2011-02-10","0"
"ftd-ottawa-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","623","2011-02-12","K1R","2011-02-10","0"
"laser-touch-ottawa","$149 for Six Laser Hair Treatments at Laser Touch in Nepean (Up to $414 Value)","149","414","432","2011-02-10","K1R","2011-02-10","0"
"ftd-palm-beach-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","368","2011-02-12","33480","2011-02-10","0"
"guy-harvey-magazine-palm-beach","$12 for One-Year Subscription to â€œGuy Harvey Magazineâ€ ($24.95 Value)","12","25","20","2011-02-11","33480","2011-02-10","0"
"ftd-pensacola-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","141","2011-02-12","32501-3180","2011-02-10","0"
"bambooze","$10 for $20 Worth of Alcohol and More at Bambooze Fine Wine & Liquor","10","20","351","2011-02-11","32501-3180","2011-02-10","0"
"tallahassee-italian-festa-pensacola","$9 for Two Adult Weekend Passes to the Tallahassee Italian Family Festa February 19 and 20 ($20 Value)","9","20","3","2011-02-10","32501-3180","2011-02-10","0"
"mixbook-pensacola-4","$15 for $50 Worth of Photo Books, Cards, and More from Mixbook","15","50","49","2011-02-12","32501-3180","2011-02-10","0"
"blush-pinups","$118 for Pinup Hair, Makeup, Photo Shoot, Five Retouched Photos, and a Photo CD at Blush Pinups & Salon Blush ($250 Value)","118","250","398","2011-02-11","19102-2502","2011-02-10","0"
"salon-bella-gente","$59 for a Cut, Color, and $40 Worth of Spa Services at Salon Bella Gente (Up to $130 Value)","59","130","142","2011-02-11","19102-2502","2011-02-10","0"
"canlan-ice-sports-2","$6 for Ice Skating and Skate Rental at Canlan Ice Sports in Vineland (Up to $12 Value), or $10 for Ice Skating, Rental, and Bounce Mania (Up to $21 Value)","6","12","110","2011-02-10","19102-2502","2011-02-10","0"
"mixbook-philadelphia-4","$15 for $50 Worth of Photo Books, Cards, and More from Mixbook","15","50","346","2011-02-11","19102-2502","2011-02-10","0"
"ftd-philadelphia-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","342","2011-02-12","19102-2502","2011-02-10","0"
"bridgets-steakhouse-philadelphia","$25 for $50 Worth of Steaks, Drinks, and More at Bridget's Steakhouse in Ambler","25","50","661","2011-02-10","19102-2502","2011-02-10","0"
"city-slips-philadelphia","$17 For One Pair of CitySlips Travel Flats","17","34","428","2011-02-10","19102-2502","2011-02-10","0"
"crystal-cabin-philadelphia","$3 for a Child Ticket ($6 Value) or $5 for an Adult Ticket ($10 Value) at Crystal Cabin Fever in Lakeville","3","6","97","2011-02-10","19102-2502","2011-02-10","0"
"ftd-phoenix-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","985","2011-02-12","85003","2011-02-10","0"
"clarendon-hotel-phoenix-1","$99 for a One-Night Stay in a Junior Suite at the Clarendon Hotel ($201.06 Value)","99","201","130","2011-02-11","85003","2011-02-10","0"
"de-la-cruz-bistro","$20 for $40 Worth of Contemporary American Fare at de la Cruz Bistro in Mesa","20","40","328","2011-02-11","85003","2011-02-10","0"
"arrowhead-dental-professionals-1","$99 for a Zoom! Whitening Treatment and Exam at Arrowhead Dental Professionals ($550 Value)","99","550","194","2011-02-11","85003","2011-02-10","0"
"north-scottsdale-laser-and-skin","$39 for a Chemical Peel at North Scottsdale Laser & Skin Care Clinic in Scottsdale ($85 Value)","39","85","130","2011-02-11","85003","2011-02-10","0"
"pro-makeup-by-jackie","$59 for a Sweetheart Facial at Pro Makeup by Jackie ($145 Value)","59","145","16","2011-02-11","85003","2011-02-10","0"
"lather-phoenix","$25 for $50 Worth of Skincare Products at Lather in Scottsdale","25","50","299","2011-02-11","85003","2011-02-10","0"
"home-run-stadium","$10 for One Hour of Batting-Cage Practice at Home Run Stadium in Mesa ($23 Value)","10","23","963","2011-02-10","85003","2011-02-10","0"
"honey-moon-sweets","$20 for Tiramisu Valentine's Cake at Honey Moon Sweets Bakery & Dessert Bar in Tempe","20","40","380","2011-02-10","85003","2011-02-10","0"
"sami-jewelry-phoenix","$27 for a Set of Sterling-Silver Arizona Amethyst Earrings at Sami Fine Jewelry ($55.95 Value) ","27","56","44","2011-02-10","85003","2011-02-10","0"
"myosymmetrix","$32 for Swedish or Deep-Tissue Massage at MyoSymmetrix in Scottsdale ($65 Value)","32","65","250","2011-02-10","85003","2011-02-10","0"
"ftd-piedmont-triad-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","245","2011-02-12","27401-2504","2011-02-10","0"
"crossfit-greensboro","$40 for a 12-Class Punch Card at CrossFit Greensboro ","40","120","89","2011-02-11","27401-2504","2011-02-10","0"
"the-stocked-pot","$50 for One Cooking Class for Two and $20 Toward Cooking Products at The Stocked Pot","50","118","228","2011-02-10","27401-2504","2011-02-10","0"
"spray-soleil-greensboro","$20 for a Mobile Spray-Tanning Session from Spray Soleil Mobile Mist Tanning ($40 Value)","20","40","41","2011-02-10","27401-2504","2011-02-10","0"
"ftd-pittsburgh-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","500","2011-02-12","15219","2011-02-10","0"
"model-cleaner-pittsburgh","$15 for $30 Worth of Dry-Cleaning Services or $20 for Dry-Cleaning Services for 10 Items (Up to $55 Value) at Model Cleaners","15","30","943","2011-02-10","15219","2011-02-10","0"
"video-editor-pittsburgh","$20 for Two Videotapes Transferred to Two DVDs from The Video Editor ($40 Value)","20","40","54","2011-02-14","15219","2011-02-10","0"
"ftd-portland-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","1243","2011-02-12","97209-3603","2011-02-10","0"
"organic-bronze-bar-portland","$20 for One All-Natural Airbrush-Tanning Session at Organic Bronze Bar","20","50","590","2011-02-10","97209-3603","2011-02-10","0"
"flores-chiropractic","$49 for Chiropractic Exam, X-Rays, and Treatment at Flores Chiropractic ","49","250","52","2011-02-12","97209-3603","2011-02-10","0"
"echo-river-trips","$445 for a Four-Day, Three-Night Rogue River Rafting and Camping Trip with Echo River Trips ($905 Value)","445","905","42","2011-02-10","97209-3603","2011-02-10","0"
"portland-columbia-symphony","$15 for One Ticket to the Portland Columbia Symphony Orchestra (Up to $30 Value).","15","30","50","2011-02-10","97209-3603","2011-02-10","0"
"ftd-portland-me-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","254","2011-02-12","04101","2011-02-10","0"
"patterson-family-chocolates","$15 for $30 Worth of Gourmet Truffles from Patterson Family Chocolates ","15","30","49","2011-02-10","04101","2011-02-10","0"
"acadian-seaplanes","$98 for 30-minute Seaplane Tour for Two from Acadian Seaplanes in Rangeley ","98","178","63","2011-02-10","04101","2011-02-10","0"
"golden-age-of-motown","$25 for One Balcony Ticket to the Portland Symphony Orchestra's Performance of ""The Golden Age of Motown"" ($50 Value). Choose Between Two Dates.","25","50","46","2011-02-11","04101","2011-02-10","0"
"ftd-providence-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","666","2011-02-12","02903-2001","2011-02-10","0"
"toledo-pizza-in-the-cone","$5 for $10 Worth of Pizza and Drinks at Toledo Pizza In The Cone","5","10","436","2011-02-10","02903-2001","2011-02-10","0"
"hampton-inn-new-bedford","$79 for One-Night Romance-Package Stay at Hampton Inn New Bedford/Fairhaven (Up to $184 Value)","79","184","30","2011-02-11","02903-2001","2011-02-10","0"
"providence-bruins","$14 for a Ticket to Any Regular-Season Providence Bruins Home Game","14","28","664","2011-02-10","02903-2001","2011-02-10","0"
"ftd-raleigh-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","1001","2011-02-12","27601-2337","2011-02-10","0"
"bellan-contemporary-dance-theatre","$20 for 10 Drop-In Credits for Zumba Dance Classes and More at Bellan Performance Centre in Durham ($100 Value)","20","100","194","2011-02-10","27601-2337","2011-02-10","0"
"james-ward-fotography","$59 for One-Hour Photo Shoot, DVD of Images, and an 8""x10"" Print at James Ward Fotography in Wake Forest ($500 Value)","59","500","75","2011-02-10","27601-2337","2011-02-10","0"
"stephens-ace-hardware","$10 for $20 Worth of Home-Improvement Supplies & More at Stephens Ace Hardware","10","20","412","2011-02-10","27601-2337","2011-02-10","0"
"ftd-reading-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","125","2011-02-12","19601-3410","2011-02-10","0"
"mixbook-reading-4","$15 for $50 Worth of Photo Books, Cards, and More from Mixbook","15","50","184","2011-02-10","19601-3410","2011-02-10","0"
"crystal-cabin-reading","$3 for a Child Ticket ($6 Value) or $5 for an Adult Ticket ($10 Value) at Crystal Cabin Fever in Lakeville","3","6","127","2011-02-10","19601-3410","2011-02-10","0"
"ftd-regina-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","105","2011-02-12","S4P","2011-02-10","0"
"ftd-reno-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","194","2011-02-12","89501-1137","2011-02-10","0"
"mixbook-reno-4","$15 for $50 Worth of Photo Books, Cards, and More from Mixbook","15","50","428","2011-02-10","89501-1137","2011-02-10","0"
"ftd-richmond-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","770","2011-02-12",,"2011-02-10","0"
"edible-arrangements-mechanicsville","$30 for $60 Worth of Fresh-Fruit Baskets at Edible Arrangements","30","60","394","2011-02-10",,"2011-02-10","0"
"black-history-museum-and-cultural-center","$5 for Two Adult Admissions to the Black History Museum and Cultural Center of Virginia ($10 Value)","5","10","47","2011-02-14",,"2011-02-10","0"
"ftd-rio-grande-valley-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","70","2011-02-12","78501-2767","2011-02-10","0"
"rio-grande-valley-killer-bees-1","$11 for One Gold-Level Ticket to Rio Grande Valley Killer Bees Hockey Game Versus Laredo Bucks on February 18, 2011","11","20","81","2011-02-13","78501-2767","2011-02-10","0"
"ftd-roanoke-va-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","177","2011-02-12","24011-1704","2011-02-10","0"
"ftd-rochester-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","628","2011-02-12","14614-2211","2011-02-10","0"
"wolcott-farms","$75 for a Sleigh Ride or Wagon Ride for Two or $99 for a Wagon Ride for Four at Wolcott Farms in Warsaw (up to $200 value)","75","150","29","2011-02-12","14614-2211","2011-02-10","0"
"optigolf","$75 for Five-Pack of 18 Hole Golf Simulation at OptiGolf in Victor ($169 Value)","75","169","378","2011-02-10","14614-2211","2011-02-10","0"
"ftd-rockford-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","146","2011-02-12","61101-1105","2011-02-10","0"
"bedazzled-salon-and-day-spa","$80 for Two Full-Body Care Treatments at Bedazzled Salon and Day Spa ($170 Value)","80","170","29","2011-02-10","61101-1105","2011-02-10","0"
"nola-s-gift-baskets","$20 for $40 Worth of Gift Baskets from Nola's Gift Baskets","20","40","6","2011-02-12","61101-1105","2011-02-10","0"
"ftd-sacramento-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","514","2011-02-12","95814","2011-02-10","0"
"bobs-roseville-carwash","$35 for Five Car Washes at Bob's Roseville Car Wash ($79.95 Value)","35","80","358","2011-02-11","95814","2011-02-10","0"
"vinters-cellar","$39 for One Ticket to the Blend It Up Wine Experience at Vintnerâ€™s Cellar Custom Winery in Rancho Cordova ($80 Value)","39","80","180","2011-02-12","95814","2011-02-10","0"
"fitspa-sacramento","$89 for a La Petite Exotic Rose Facial and Your Choice of a Belgian-Chocolate Mud Wrap, Exfoliating Body Scrub, or Tea Tree Gel Wrap at Suki Fit Spa ($180 Value)","89","180","48","2011-02-11","95814","2011-02-10","0"
"the-fit-spa","$55 for a Brazilian Wax and Vajazzling at Suki Fit Spa ($110 Value)","55","110","8","2011-02-12","95814","2011-02-10","0"
"vintage-ysj","$15 for $40 Worth of Unique Clothing at vintage ysj","15","40","327","2011-02-12","95814","2011-02-10","0"
"ftd-salem-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","200","2011-02-12","97301","2011-02-10","0"
"ftd-salt-lake-city-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","397","2011-02-12","84111","2011-02-10","0"
"signature-smiles-luxury-dental-spa","$129 for a Couple's Massage with Chocolates and a Nonalcoholic Beverage at The Spa at Signature Smiles ($350 Value)","129","350","66","2011-02-11","84111","2011-02-10","0"
"romeo-and-juliet-salt-lake-city","$15 for Two Tickets to ""Romeo and Juliet"" at the Salty Dinner Theater (Up to $30 Value)","15","30","4","2011-02-11","84111","2011-02-10","0"
"seven-peaks-waterpark","$39 for a Salt Lake County Pass of All Passes Including Year-Long Admission to Seven Peaks Salt Lake, Tickets for Three Local Sports Teams, Racing & More (Up to $327.95 Value)","39","327","8227","2011-02-14","84111","2011-02-10","0"
"ftd-san-angelo-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","24","2011-02-12","76901","2011-02-10","0"
"sympoz","$18 for an Online Cooking Course with a Professional Chef from Sympoz ($49 Value)","18","49","13","2011-02-10","76901","2011-02-10","0"
"old-time-pit-bar-b-que","$7 for $15 Worth of Wood-Barbecued Fare at Old Time Pit Barbecue","7","15","73","2011-02-10","76901","2011-02-10","0"
"mon-thai","$12 for $25 Worth of Dinner Fare at Mon Thai Bistro & Sushi (or $7 for $15 Worth of Lunch) ","7","15","1731","2011-02-10","78205","2011-02-10","0"
"wimberley-medi-spa","$20 for a Makeover at Wimberley Medi-Spa in Wimberley ($50 Value)","20","50","17","2011-02-11","78205","2011-02-10","0"
"ftd-san-antonio-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","125","2011-02-12","78205","2011-02-10","0"
"primary-colors","$60 for a Children's Month-Long Arts and Crafts Workshop at Primary Colors (Up to $145 Value) ","60","145","36","2011-02-10","78205","2011-02-10","0"
"amys-and-cathys-takeout","$5 for $10 Worth of Sandwiches and More at Amyâ€™s & Cathyâ€™s Take-Out in Seguin","5","10","323","2011-02-10","78205","2011-02-10","0"
"hair-tech-plus","Waxing, Eyelash Extensions, or Hair Services at Hair Tech Plus","6","12","93","2011-02-10","78205","2011-02-10","0"
"quail-creek","$35 for a Two-Person Round of Golf at Quail Creek Golf Club (Up to $79 Value)","35","79","211","2011-02-11","78205","2011-02-10","0"
"skin-rejuvenation-clinique","$99 for a Rejuvenating Beauty Package or a Smooth & Sexy Package at Skin Rejuvenation Clinique (Up to $290 Value). Choose between two locations. ","99","290","644","2011-02-10","78205","2011-02-10","0"
"dicks-last-resort-san-diego","$15 for $30 Worth of Pub Grub and Drinks at Dickâ€™s Last Resort","15","30","755","2011-02-10","92101","2011-02-10","0"
"mixbook-san-diego-4","$15 for $50 Worth of Photo Books, Cards, and More from Mixbook","15","50","711","2011-02-10","92101","2011-02-10","0"
"san-diego-excellent-adventures-2","$35 for Your Choice of a Guided Snorkeling Tour, Stand-Up Paddleboard Tour, or Kayaking Tour from San Diego Excellent Adventures (Up to $70 Value)","35","70","149","2011-02-12","92101","2011-02-10","0"
"ftd-san-diego-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","481","2011-02-12","92101","2011-02-10","0"
"segue-body-wraps-san-diego","$69 for Two Sudatonic Wraps or One Mineral Wrap at Segue Body Wraps (Up to $155 Value)","69","155","425","2011-02-10","92101","2011-02-10","0"
"the-wine-smarties","$99 for Chocolate-Making and Wine-Pairing Class for Two at The Wine Smarties ($200 Value)","99","200","63","2011-02-10","92101","2011-02-10","0"
"ftd-san-francisco-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","1381","2011-02-12","94103-1209","2011-02-10","0"
"dragonfly-designs-san-francisco","$40 for $80 Worth of Jazzy Jewelry, Classes, Camps, Parties, and More from Dragonfly Designs","40","80","94","2011-02-10","94103-1209","2011-02-10","0"
"winery-collective-san-francisco","$60 for a Wine Tasting for Two, Plus Two Bottles of Wine (Up to $134 Value) at Winery Collective","60","134","205","2011-02-10","94103-1209","2011-02-10","0"
"tru-spa-san-francisco","$99 for a Pair's Polish Coupleâ€™s Spa Treatment at Tru ($200 Value)","99","200","454","2011-02-10","94103-1209","2011-02-10","0"
"farragut-north-san-francisco","$13 for One Ticket to ""Farragut North"" at OpenTab Productions ($25 Value)","13","25","57","2011-02-10","94103-1209","2011-02-10","0"
"club-sportiva-san-francisco","$599 for an Exotic Car Tour from Club Sportiva ","599","995","41","2011-02-11","94103-1209","2011-02-10","0"
"upper-playground-san-francisco-1","$25 for $50 Worth of Apparel, Housewares, Artwork, and More from Upper Playground","25","50","561","2011-02-10","94103-1209","2011-02-10","0"
"swiss-delices","$10 for $20 Worth of Organic Desserts and More at Swiss Delices in Castro Valley","10","20","631","2011-02-10","94103-1209","2011-02-10","0"
"ftd-san-jose-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","850","2011-02-12","95110","2011-02-10","0"
"upper-playground-san-jose","$25 for $50 Worth of Apparel, Housewares, Artwork, and More from Upper Playground","25","50","115","2011-02-10","95110","2011-02-10","0"
"club-sportiva-san-jose","$599 for an Exotic Car Tour from Club Sportiva ($995 Value)","599","995","29","2011-02-11","95110","2011-02-10","0"
"ftd-santa-cruz-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","228","2011-02-12","95060","2011-02-10","0"
"ftd-saskatoon-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","184","2011-02-12","S7K","2011-02-10","0"
"sublime-styles","$79 for the Pampering Package at Sublime Styles","79","195","50","2011-02-10","S7K","2011-02-10","0"
"ftd-savannah-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","173","2011-02-12","31401-1119","2011-02-10","0"
"you-bar-savannah","$12 for $25 Worth of Custom Nutrition Bars, Shakes, Trail Mix, and More from You Bar","12","25","10","2011-02-12","31401-1119","2011-02-10","0"
"yoga-me-fit","$39 for a 10-Class Pass ($100 Value) or $35 for a Six-Week Anusara-Inspired Yoga Course ($96 Value) at Yoga Me Fit","39","100","59","2011-02-10","31401-1119","2011-02-10","0"
"ftd-seattle-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","2273","2011-02-12","98109","2011-02-10","0"
"mystic-sea-charter","$55 for a Five- to Six-Hour Orca Whale-Watching Tour from Mystic Sea Charters ($99 Value) ","55","99","965","2011-02-10","98109","2011-02-10","0"
"ccc-seattle","$15 for $30 Worth of Candles and Gifts at The Candleberry Company ","15","30","54","2011-02-10","98109","2011-02-10","0"
"the-drowsy-chaperone-seattle","$15 for One Ticket to ""The Drowsy Chaperone"" at Seattle Musical Theatre (Up to $35 Value)","15","35","96","2011-02-11","98109","2011-02-10","0"
"5th-avenue-theatre","$99 for a Three-Show Package at The 5th Avenue Theatre ($184.50 Value)","99","184","451","2011-02-10","98109","2011-02-10","0"
"black-rock-oceanfront-resort-seattle","$289 for a Two-Night Stay, Wine, and a $50 Dinner Voucher at Black Rock Oceanfront Resort in Ucluelet ($583 Value)","289","583","492","2011-02-10","98109","2011-02-10","0"
"emerald-city-trapeze-arts-3","$18 for One Ticket to a Mardi Gras Party from Emerald City Trapeze at the Aerialdrome ($35 Value)","18","35","300","2011-02-10","98109","2011-02-10","0"
"frame-the-alphabet-shreveport","$60 for a Customized Alphabet Frame ($135 Value)","60","135","13","2011-02-10","71101","2011-02-10","0"
"ftd-shreveport-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","52","2011-02-12","71101","2011-02-10","0"
"ftd-sioux-falls-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","234","2011-02-12","57103-1548","2011-02-10","0"
"salon-sollievo-1","$78 for Spa Package ($156 Value) or $53 for 30-Minute ","53","106","283","2011-02-11","57103-1548","2011-02-10","0"
"valentinos","$10 for $20 Worth of Carryout Pizza, Pasta, and Drinks at Valentino's","10","20","229","2011-02-10","57103-1548","2011-02-10","0"
"ftd-south-bend-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","166","2011-02-12","46601-1038","2011-02-10","0"
"ftd-spokane-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","206","2011-02-12","99201-0905","2011-02-10","0"
"bruttles-spokane","$10 for $20 Worth of Gourmet Confections at Bruttles","10","20","773","2011-02-10","99201-0905","2011-02-10","0"
"essentials-medi-spa-spokane","$35 for a European Facial ($75 Value) at Essentials Medi Spa  ","35","75","161","2011-02-10","99201-0905","2011-02-10","0"
"your-star-forever-spokane","$29 for Star Dedication and a Commemorative Certificate from Your Star Forever ($79 Value) ","29","79","6","2011-02-10","99201-0905","2011-02-10","0"
"giorgios-fitness","$29 for One Month of Gym Access, One Fitness Class, One Personal-Training Consultation, and Unlimited Tanning at Giorgio's Fitness","29","145","10","2011-02-10","99201-0905","2011-02-10","0"
"ftd-springfield-mo-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","196","2011-02-12","65806","2011-02-10","0"
"cbs-cabinets","$100 for a 36-Inch Vanity at CBS Cabinets ($200 Value)","100","200","0","2011-02-12","65806","2011-02-10","0"
"ftd-springfield-ma-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","224","2011-02-12","01103","2011-02-10","0"
"joia-beauty","$25 for $50 Worth of Waxing Services at JoiaBeauty","25","50","27","2011-02-10","01103","2011-02-10","0"
"ftd-st-catharines-niagara-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","114","2011-02-12","14468","2011-02-10","0"
"bikefit","$39 for Bike Tune-Up at BikeFit ($79.08 Value)","39","79","130","2011-02-10","14468","2011-02-10","0"
"ftd-st-johns-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","58","2011-02-12","A1C","2011-02-10","0"
"ftd-st-louis-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","767","2011-02-12","63103","2011-02-10","0"
"jvincents-pronto-pizza","$12 for $25 Worth of Italian Carryout at JVincent's Pronto Pizza and Pasta","12","25","175","2011-02-10","63103","2011-02-10","0"
"gnc-st-louis","$19 for $40 Worth of Vitamins, Supplements, and More at GNC","19","40","722","2011-02-10","63103","2011-02-10","0"
"mrs-fields-st-louis","$25 for $50 Worth of Cookies, Brownies, and More at MrsFields.com","25","50","238","2011-02-10","63103","2011-02-10","0"
"car-x-st-louis-1","$32 for an Oil Change, Tire Rotation, Wiper Blade Replacement, and Safety Check from Car-X Auto Service ($99 Value)","32","99","1473","2011-02-10","63103","2011-02-10","0"
"ftd-stockton-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","78","2011-02-12","95202-1909","2011-02-10","0"
"mixbook-stockton-4","$15 for $50 Worth of Photo Books, Cards, and More from Mixbook","15","50","190","2011-02-10","95202-1909","2011-02-10","0"
"ftd-sudbury-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","36","2011-02-12","P3C","2011-02-10","0"
"health-u-sudbury","$99 for 12 Weeks of Group Online Weight-Loss Coaching from Health University ","99","359","2","2011-02-10","P3C","2011-02-10","0"
"ftd-syracuse-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","259","2011-02-12","13202","2011-02-10","0"
"liz-lanzas-salon-day-spa","$50 for a Microcurrent Facial Lift and Photolight Rejuvenation Treatment at Liz Lanzaâ€™s The Salon & Day Spa ($100 Value)","50","100","35","2011-02-11","13202","2011-02-10","0"
"flexflop-syracuse","$10 for $25 Worth of Flexflop Foldable Sandals","10","25","18","2011-02-11","13202","2011-02-10","0"
"ftd-tallahassee-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","290","2011-02-12","32301-2003","2011-02-10","0"
